song_id,stream_year,stream_month,stream_id,song,username
78R6N,2017,APRIL,SOUJALE12A8C130DF5,Keepin It Real (Skit),groeby10
A16GS,2007,NOVEMBER,SOPWDVC12AB0185A86,Didn't Mean To,bfarriar27
69LHP,2010,APRIL,SORXBMW12A6310E268,Summer Dying Fast,nrollinsonu
G2UM5,2020,JULY,SOLGWJT12A8C14181B,Heaven is Where The Heart Is,pmcgarrie5
6UV82,2013,JANUARY,SOMYIFM12AAF3B5E69,They Say (Album),cwardesworth28
BLZUH,2019,APRIL,SOKUYDL12A8C13623E,Rosemary Recalls,eallenf
YGWPN,2003,JANUARY,SOIAOMF12A8C134A44,Born and Raised In Compton,skeelinl
6UV82,2015,SEPTEMBER,SOHHJYE12CF530E53A,They Say (Album),dmelsomd
1HDLU,2004,APRIL,SOMYNRK12AB018A4CD,Laws Patrolling (Album Version),cpalatino29
WC3OP,2011,MAY,SONQTZF12AB0181781,2190 Dias Contigo,cbarfitt0
V0C18,2014,JULY,SOMUBQM12A8C13ABC0,Ciao Milan,zdayleya
2JZ1U,2019,JANUARY,SONUVBF12AB017CFDC,We're Gonna Go Fishin'',fscougal2l
WGIFK,2006,JULY,SOAYOFO12AF72A4B88,Stream,laddis1k
23KLG,2005,JULY,SOSJENW12AB0185F30,Insatiable (Instrumental Version),ascowcroft1a
APPKL,2021,JUNE,SOIJTGT12AB017D995,Letter To Heaven,edemattia1z
2D0PG,2004,AUGUST,SOCGBAY12AB017C78E,Face the Ashes,cbarfitt0
PIQIP,2003,JANUARY,SONSSFN12A58A7C412,Come Over,ienriquesp
W3OGE,2019,FEBRUARY,SOZIVOA12A6D4FA4BD,Sudanese Dance,ascowcroft1a
VZB4O,2014,JANUARY,SOBFTEV12A8C13B4A4,I Can't Stop Loving You,ciacovielli14
1HDLU,2009,OCTOBER,SOBNCWM12AC4689D40,Laws Patrolling (Album Version),hnorthfield1p
2LTE7,2000,FEBRUARY,SOTJXRK12AAF3B264E,Do You Finally Need A Friend,kmatheson1h
WGIFK,2013,JUNE,SORMZSD12A6D4F736A,Stream,dmacoureks
QARJI,2006,AUGUST,SOKFBHX12A8AE466DB,Blue Taxi,ascowcroft1a
ZGXQA,2018,APRIL,SOLBAJZ12AB01840B0,Groovin' In The Midnight,aabelovitz1
6UV82,2016,JULY,SOYEKDZ12A58A7EA4F,They Say (Album),groeby10
C2NEA,2003,OCTOBER,SOWJALY12A6D4F837F,In This Life,lbeavon1w
23KLG,2002,AUGUST,SOOAHQO12A6D4FA507,Insatiable (Instrumental Version),cbarfitt0
V0C18,2000,OCTOBER,SOEXZJD12AB0182FC1,Ciao Milan,sbum13
XG8M1,2001,OCTOBER,SOVLSST12AB01838C2,Something Girls,dkilalea19
8K7JY,2010,MARCH,SOSVJKU12A8C142FFE,Sympathy,mlabordak
JL9VX,2006,APRIL,SOHLSKT12A6D4F71B4,Spontanous Combustion,staffeej
24I1L,2022,NOVEMBER,SOFTAZM12A8C141CD9,Relax,dtoftx
OUOJT,2022,JANUARY,SOQBIEB12AB0187D27,Nashville Parthenon,nbeetleso
TMSTR,2019,OCTOBER,SOFJBSA12A8C130F97,The Emperor Falls,swaymont1d
GUHV4,2003,MAY,SOAEWDR12A8C13D286,Setting Fire to Sleeping Giants,ciacovielli14
45GZF,2010,APRIL,SOROADL12A58A7C995,All Rise,fscougal2l
43G57,2009,JULY,SOBDPQZ12AB0188E92,Grim Prospects (Version 2 Remix),lbittlestone12
C0HAJ,2003,NOVEMBER,SOFEXUF12AB01877C6,Brasas Vivas,abrayshayr
5FHVB,2019,AUGUST,SOUWDRW12A6BD4F950,Jogo Limpo,iberecloth1b
W2W31,2003,APRIL,SOKKIXX12AB01864E7,Stickin In My Eye,rdelcastello2b
ZTH8T,2005,FEBRUARY,SODVRDV12A8C14005C,Opus a Satana (Part 2),ienriquesp
S8CJA,2016,MAY,SOZONJS12A58A7920D,Metal,ksciacovelli16
25EVD,2013,APRIL,SOSXOTX12A8C13790F,Our Love Is Here To Stay,cwardesworth28
QS7P6,2003,MARCH,SOGAKLF12A67AD9390,Antifragile,lliellq
29S59,2001,APRIL,SOJFDCP12AB0181DDD,Dearly Beloved,vfursland26
25EVD,2005,JANUARY,SONIMPI12AB0186C14,Our Love Is Here To Stay,abrayshayr
8K7JY,2018,SEPTEMBER,SOTZGHE12A58A75DC4,Sympathy,npeschmann1x
25EVD,2008,DECEMBER,SOCXKCF12AF729F898,Our Love Is Here To Stay,cglentworth23
NRJ5Z,2006,MAY,SOBXDBA12AB0187E5C,The Urgency (LP Version),cwardesworth28
DRVAZ,2001,DECEMBER,SOXIZCU12A8C1440A1,Burning In The Aftermath,dgerran2d
7PDV5,2002,MAY,SOBSNOJ12A58A79522,Naked Albino,eelcoate
6PAPB,2015,MARCH,SOKQAEZ12A8C133D8F,Master Of Disharmony,fmcaw7
HBPDM,2007,DECEMBER,SOGLEIQ12A6D4F856D,On Bended Knee,lhaysom9
7CKHQ,2017,JULY,SOYRIEN12AB0184D7B,President Johnson,cwardesworth28
B4DSE,2006,MARCH,SOPOJVI12A58A7E706,Bitch Is Back,kmatheson1h
3XOKT,2007,NOVEMBER,SOJMOQU12AC468B167,Silent Hill,sjosland22
629U6,2011,DECEMBER,SOOYRFK12A6D4FB5CA,I Will Love Again (JJ's Club Radio),apickard18
KUR66,2001,JANUARY,SOFVVWJ12AB0183B6A,Lead Me Lord,bcatley1u
DRVAZ,2016,JUNE,SOEHUNR12AB017C920,Burning In The Aftermath,ascowcroft1a
LYLJB,2020,OCTOBER,SOQTJWB12A670218FD,Bulgarian Dream,cgrelkat
2JZ1U,2000,MARCH,SOSZHRE12AB018BB5F,We're Gonna Go Fishin'',bebbitt1r
49SFO,2003,NOVEMBER,SOJHMFW12B0B80B79B,7 Miles,npeschmann1x
SJOBS,2012,JANUARY,SOEVIQU12A8C134A62,Twist and Shout,emartinson1e
DWL1P,2018,DECEMBER,SOTBQVH12A58A7B6C7,Mafu,zpracy1c
04LKM,2001,NOVEMBER,SOLBDUG12AB0183A49,Spanish Grease,ahatt20
OI21N,2009,SEPTEMBER,SOIUEQG12A8C134F30,Hate,hdepero6
OOPDZ,2022,JUNE,SOJXOVT12AB018581C,High Tide,crubberts25
X0WX0,2004,JUNE,SOLBPPU12AB0187DD7,Hell,castles2n
ZQLMP,2003,DECEMBER,SOONKTB12AC3DFA982,Ota kiinni,rdelcastello2b
DWL1P,2000,MAY,SOAUXQN12AB018D2F6,Mafu,ascowcroft1a
ANY79,2010,AUGUST,SOVJSUC12A8C13B2DF,More And More  (LP Version),gkrystofg
629U6,2000,JUNE,SOMOSOM12A8C13D618,I Will Love Again (JJ's Club Radio),sdeblasiism
ZGXQA,2015,APRIL,SOAIPGL12AB01837A3,Groovin' In The Midnight,gkrystofg
RIW6W,2003,APRIL,SOVDYER12A6D4F7E1B,Terslintu,pmcgarrie5
HBPDM,2013,MARCH,SOCRVUE12A8C13F949,On Bended Knee,hdepero6
XPDQP,2013,JULY,SOXURBQ12A6D4FBB27,(This Is Not A) Love Song (Live),ahavelin1v
W2W31,2020,MARCH,SOJEYRE12A6D4F7610,Stickin In My Eye,dgerran2d
ZCJ31,2009,JULY,SOOQIWV12AB018B96D,Choro,ecatlette2i
X0WX0,2015,NOVEMBER,SOYWSDZ12AB01812FE,Hell,cglentworth23
0X7DH,2005,MARCH,SOELLGL12A8C13691C,Indian Love Call,hdepero6
0DZ45,2005,FEBRUARY,SOUHLWG12AB0184414,End Of The Road (Head Horny's Remix),csnelling2g
233OV,2014,APRIL,SOEKYVZ12AB018741A,Spooks In Space,nbeetleso
8XNC3,2003,MARCH,SOFUCJI12A8C142A03,Cocain Ducks,zpracy1c
U6HD7,2017,OCTOBER,SOVEHDZ12AB017E78F,Mangos,eelcoate
6XY15,2003,JULY,SOAFJWE12AB01837B3,Kolomeyke,emartinson1e
XPDQP,2006,JUNE,SOTXYXO12AB018B008,(This Is Not A) Love Song (Live),dkilalea19
APRV9,2021,MAY,SOHBSTB12A6D4FAE27,Sabor Guajiro,zdayleya
43G57,2005,SEPTEMBER,SOFPTCN12A8C13BD3C,Grim Prospects (Version 2 Remix),staffeej
ZQLMP,2008,JANUARY,SOXXSLE12AB0184F1B,Ota kiinni,ahatt20
43G57,2022,JUNE,SOOCYRU12A8C132403,Grim Prospects (Version 2 Remix),pmcgarrie5
8RTWW,2013,JANUARY,SOESQNH12A58A79AC3,A Distant Voice,bsorel2k
2CNNZ,2017,DECEMBER,SOLPNHG12A8AE47934,Forming,amacgovern2q
G2UM5,2020,MAY,SOUYFXA12A6D4F8482,Heaven is Where The Heart Is,npeschmann1x
U6HD7,2018,FEBRUARY,SOBIOBC12A8C14074B,Mangos,cgrelkat
3XOKT,2018,JULY,SOJIWWF12AB018404F,Silent Hill,wfinnie1m
W3MRF,2017,FEBRUARY,SOHYDLL12AB0187493,I Never Came,srizziz
PFJSC,2020,NOVEMBER,SOOTWLE12AB018E20A,The Moon And I (Ordinary Day Album Version),cpalatino29
OBFMN,2011,OCTOBER,SONYFKQ12A58A7B29F,Cooler Than You,dtoftx
EXKYF,2016,MAY,SOANUME12A8C1368DF,Entre Caníbales,bstockau15
EXKYF,2021,OCTOBER,SOMYDMS12AB017C4B8,Entre Caníbales,groeby10
ERICV,2016,MAY,SOIYRUA12A8C13F1CE,Taryns Deepest Fear,emartinson1e
T8EQQ,2018,AUGUST,SOBSBCL12A8C136909,Te Hacen Falta Vitaminas,staffeej
AV18H,2007,AUGUST,SOAKUXB12AB018230A,Deep Sea Creature,chazart3
1HDLU,2002,JANUARY,SOTMRFA12AB0181590,Laws Patrolling (Album Version),bfarriar27
7HVX3,2019,JUNE,SOQGLPH12A8C141089,Waiting,ccoventon2
YGWPN,2016,NOVEMBER,SOYYIZT12A8C1408CA,Born and Raised In Compton,jfinkle2j
1DP6M,2009,APRIL,SOVQGSX12AB0188818,Make Me Over,ggibbyv
W2W31,2021,JUNE,SOTKSYF12A6D4F6AB4,Stickin In My Eye,hdenecamp2f
SJOBS,2015,JUNE,SOCTARC12A8C134D12,Twist and Shout,eelcoate
YTV4Q,2003,AUGUST,SOBJJEX12A8C13ACDC,Superconfidential,ascowcroft1a
Y9A3Z,2013,MAY,SOPHWSQ12A8C133AE4,The More I See You,nrollinsonu
2JZ1U,2021,JUNE,SOUYDOZ12A8C131C66,We're Gonna Go Fishin'',sdobing1y
OUOJT,2004,JANUARY,SOYJFWA12A58A76CC3,Nashville Parthenon,crobison1j
9UBLP,2006,SEPTEMBER,SOPFUJH12A8C1460C9,OUTE ENA EFHARISTO,vburburough21
PYN4E,2010,JANUARY,SOMOMNY12A8C14549F,Johnny Loves Me (LP Version),lhaysom9
43G57,2000,AUGUST,SOSJYAJ12A6D4FCA04,Grim Prospects (Version 2 Remix),jstiles1q
VFOGO,2009,FEBRUARY,SOTQGSB12AB01894AE,Young Boy Blues,apickard18
I28II,2007,MARCH,SOTSIIH12A8C13A516,Inside Job,uharroway2e
XRUC9,2018,APRIL,SODKRYJ12AC468A00F,Amor De Cabaret,eelcoate
S8CJA,2018,DECEMBER,SOKKHGP12A8C13768C,Metal,bnoquet1n
BEJUS,2020,JANUARY,SOBMPPH12A6D4F87E1,No Control,skeelinl
04LKM,2022,DECEMBER,SOBSEGK12A58A7BEBF,Spanish Grease,bcatley1u
QIYSL,2013,SEPTEMBER,SOUCLTK12A8C141490,Drop of Rain,bstockau15
B4DSE,2022,JANUARY,SOKMXBB12A67AD85BC,Bitch Is Back,sdobing1y
DDJ7Y,2018,JUNE,SOCLRZA12A81C22F81,It Makes No Difference Now,dgerran2d
43HQW,2014,JULY,SOUVGPX12A8C13CE77,James (Hold The Ladder Steady),zpracy1c
18RC9,2000,DECEMBER,SOIYAIE12A58A7CEE2,This Melody (Live),rdelcastello2b
8RTWW,2008,MAY,SOTDNWF12AB0186452,A Distant Voice,ienriquesp
V0C18,2011,JULY,SOHFBGI12AB01831E1,Ciao Milan,jstiles1q
OUOJT,2015,MARCH,SOILGNH12A8C14537E,Nashville Parthenon,abrayshayr
O6UIO,2019,JANUARY,SODWTYQ12AB018A257,You Feel Good All Over,swaymont1d
7PDV5,2006,APRIL,SOAJTFZ12AB0186524,Naked Albino,dpignen
NCS9S,2020,JUNE,SOHIEPQ12A58A770F6,Broken-Down Merry-Go-Round,swaymont1d
S8CJA,2007,JULY,SOENIFL12A8C138231,Metal,gcarmont2r
NRJ5Z,2003,JULY,SOKANNU12AB0183D18,The Urgency (LP Version),lhaysom9
WS3R8,2009,NOVEMBER,SOSPCBI12A58A7BF1E,You Rascal You,abraidford4
ZQLMP,2004,SEPTEMBER,SOMZLIQ12A8C13BA38,Ota kiinni,bjeal2m
V8KNX,2016,OCTOBER,SOISNCS12A58A78F33,Eternamente Amame,dmacoureks
233OV,2010,OCTOBER,SOLHEQO12AB017DBCB,Spooks In Space,fmcaw7
2CNNZ,2001,OCTOBER,SOUEWVH12AB018B119,Forming,castles2n
6MIVV,2015,SEPTEMBER,SOWQAJL12A8C1418C9,Let's Get It Started,bstockau15
ZTH8T,2018,JULY,SOJWQRM12AB01847CE,Opus a Satana (Part 2),idanzigb
3XOKT,2011,NOVEMBER,SOUQKFN12A8C13DC40,Silent Hill,cgrelkat
UBUCP,2013,AUGUST,SOABDSJ12A6D4F9065,One Less Bell To Answer,kburtonwood1o
QIYSL,2005,MAY,SOHJWNE12A8C14140B,Drop of Rain,ecatlette2i
ZGXQA,2015,JULY,SOCPYWK12AB01832C7,Groovin' In The Midnight,crubberts25
IDB4Q,2007,DECEMBER,SOSWZAS12A8C143F3E,Still,gcarmont2r
3I7NN,2018,JANUARY,SOBFWIT12A8AE4795E,She Fell Away (2009 Digital Remaster),jlehrmann2c
G2UM5,2006,AUGUST,SOOYWKG12AB018AFB5,Heaven is Where The Heart Is,cglentworth23
XPDQP,2019,JANUARY,SOTUFIE12AAF3B3B7D,(This Is Not A) Love Song (Live),gcarmont2r
PIQIP,2015,OCTOBER,SOZLTVI12A6D4F77B8,Come Over,swaymont1d
BLZUH,2010,OCTOBER,SOFVXSY12A6D4F8571,Rosemary Recalls,lbittlestone12
8XNC3,2010,NOVEMBER,SOQBKRM12A8C13E97C,Cocain Ducks,edemattia1z
JVGAS,2018,OCTOBER,SOOHXAA12AB018A1D2,In A Subtle Way,ksciacovelli16
GZS6B,2014,JUNE,SOXSPQZ12AB01832BA,Kassie Jones,gswinden2a
NH39Q,2018,NOVEMBER,SOCSOYD12A8C13AF1B,Grim Prospects (Gross Prospects - Bad Trip Remix),wshellibeer1l
0Q2PJ,2022,NOVEMBER,SOXQTLK12AB018A1D9,Auguri Cha Cha,fscougal2l
QARJI,2010,MAY,SOYIUJK12A8AE46346,Blue Taxi,emartinson1e
X86YP,2018,JUNE,SOBUUHE12A8C143DD8,Angie (1993 Digital Remaster),ldunbavini
87AR8,2018,DECEMBER,SOPGSBP12A6701F741,WKYA (drop),nrollinsonu
W3OGE,2018,MARCH,SOYDYJV12A8C13B5CC,Sudanese Dance,dtoftx
X1UK8,2007,NOVEMBER,SOJYNKH12A8C13A0D6,Le tortillard,fmcaw7
DGDML,2017,JANUARY,SONUSEX12AB0180235,Commercial Reign,npeschmann1x
26TU2,2016,JUNE,SODIYIX12A6D4F514F,White Feather,bstockau15
IDB4Q,2009,NOVEMBER,SOSEQWD12A81C21F43,Still,ccoventon2
OUOJT,2021,JULY,SOUOVZX12AB018A15C,Nashville Parthenon,ztsar2h
9UBLP,2022,MARCH,SOLZGRF12AB018824F,OUTE ENA EFHARISTO,ccoventon2
YVTP7,2021,DECEMBER,SOMQUCX12A6D4F89B6,Deform (live),lcashell2o
GZS6B,2003,NOVEMBER,SOATRAN12AC3DF9F6B,Kassie Jones,vfursland26
1U4ON,2018,DECEMBER,SOTQKLJ12AF72A9260,Going Down Slow,zdayleya
1U4ON,2018,OCTOBER,SORFRSB12A8C13DB7F,Going Down Slow,wfirbanks1g
U6HD7,2003,JUNE,SOBAAER12A8C13A83C,Mangos,ccoventon2
V6S0U,2003,MARCH,SOMTUMT12A67ADAE76,Wake,cheliot1s
B47VB,2004,JUNE,SOFGSDC12A8C140592,I'm Gone This Time,sdeblasiism
2NPIX,2022,MAY,SODAKWB12A8C12FFBE,Pink World,lliellq
BEJUS,2022,DECEMBER,SOEBCBI12AF72A154F,No Control,cwerndly2p
DDJ7Y,2007,SEPTEMBER,SOBCVXS12A5892055C,It Makes No Difference Now,ldunbavini
K1769,2014,OCTOBER,SOELNXC12A58A7AFD5,Snowball,gkrystofg
P56MZ,2002,JUNE,SOWTJTU12AB0183CBB,Cheatin' In The Next Room,jlehrmann2c
QARJI,2000,AUGUST,SORJCOX12AB018490D,Blue Taxi,nrollinsonu
8SEI2,2017,MARCH,SOLTZTZ12A58A7A84F,How Can You Call That Beautiful (Stewkey Vocal),cheliot1s
34YKC,2008,AUGUST,SONNMKS12A8C13E662,Panama (Remastered Album Version),gswinden2a
XPDQP,2018,AUGUST,SOWWHEW12A81C21D9D,(This Is Not A) Love Song (Live),nlatus17
Q589T,2015,SEPTEMBER,SOXDVKB12A8AE45E73,Stone Cold Fingers (Bonus Track),gswinden2a
O6UIO,2005,OCTOBER,SOIOBNP12A58A7B61B,You Feel Good All Over,laddis1k
3I7NN,2017,AUGUST,SOOTADG12AF729F5CF,She Fell Away (2009 Digital Remaster),ahavelin1v
C5SA9,2005,SEPTEMBER,SOVSGNS12AB0189315,Glory Be,wfirbanks1g
12STD,2011,OCTOBER,SOSXDVD12A58A7D78C,I Got Over It (Album Version),idanzigb
YVTP7,2003,JUNE,SOXZUMI12A58A77D7F,Deform (live),hdepero6
O0H3W,2020,JULY,SONUULR12A8C137C3E,Barking Dogs (From Piouhgd),aabelovitz1
GZS6B,2021,JULY,SOGUEML12AB01850DA,Kassie Jones,lhaysom9
6PAPB,2003,JULY,SONLCFV12A6D4F8AC3,Master Of Disharmony,bnoquet1n
KW2F8,2012,MAY,SOZFYIJ12AB018DB5F,Spin,lbeavon1w
D8F88,2022,FEBRUARY,SONRCXL12A8C13ABE3,Setanta Matins,mstoopc
9GJN7,2000,JULY,SOXNJYI12A67AE0EE7,Midnight Swim,ldunbavini
UIQD9,2015,MARCH,SOZPJVN12A8C133983,Candy Man,nskillen24
3XOKT,2018,APRIL,SOHPUUH12A8C137C12,Silent Hill,cfarmiloey
2D0PG,2015,JUNE,SOQVVEE12AB01843C3,Face the Ashes,hdepero6
UAH0Q,2001,DECEMBER,SOKMXMN12A8C1437A5,Soul Deep,cfarmiloey
U6HD7,2002,JANUARY,SOXXGFN12A8C1379A1,Mangos,abrayshayr
OQCK0,2004,AUGUST,SOUBHGD12A8AE4685D,Charisma,apickard18
Q589T,2017,MARCH,SOFNQWZ12A6BD53D1D,Stone Cold Fingers (Bonus Track),pmcgarrie5
X0WX0,2013,MAY,SONLPSN12A8AE4711C,Hell,apickard18
8RTWW,2008,DECEMBER,SOUNTXT12A8C138FC2,A Distant Voice,iberecloth1b
IFAU9,2006,JANUARY,SOZWECJ12A6D4F5229,A'chek Ouyounik (2009 Digital Remaster),chazart3
5FHVB,2021,JULY,SORYDNX12AB0187381,Jogo Limpo,idanzigb
EKNQ2,2012,OCTOBER,SOKBJDL12A8C145D66,Monde De Fou,iberecloth1b
O7JKN,2020,JANUARY,SOCHVST12AB017CD1D,Lend Me Your Chopper,aabelovitz1
3XOKT,2022,NOVEMBER,SOAELDS12A8AE47F30,Silent Hill,nskillen24
43HQW,2013,JUNE,SOOOUTD12A8C135657,James (Hold The Ladder Steady),ccoventon2
LYLJB,2007,SEPTEMBER,SOOKMHU12AB017EB61,Bulgarian Dream,jstiles1q
B4R5V,2012,OCTOBER,SOLFNJP12A58A78574,Made Like This (Live),ggibbyv
ERICV,2007,SEPTEMBER,SOTZXIM12A8C13FEFF,Taryns Deepest Fear,ztsar2h
P5U1E,2012,DECEMBER,SOJUBCK12A81C2050B,Wanna Be A Player,lcashell2o
ZCJ31,2022,OCTOBER,SOKNYLI12AB018846C,Choro,dmacoureks
5P8JY,2011,AUGUST,SOEIQUY12AF72A086A,Medicate Myself,rdelcastello2b
ERICV,2017,JULY,SOJHEMH12A8C13D4B2,Taryns Deepest Fear,gkrystofg
XQ5HB,2021,SEPTEMBER,SOMTYWT12A58A75BF7,The Vitalized Shell,edemattia1z
BEJUS,2019,MARCH,SOSMFGX12A8C1411D8,No Control,chazart3
V0C18,2017,OCTOBER,SOYVHRG12AB0182A0F,Ciao Milan,jfinkle2j
NH39Q,2001,JUNE,SOESCEH12A58A7EC90,Grim Prospects (Gross Prospects - Bad Trip Remix),jlehrmann2c
XQ5HB,2017,MARCH,SOBTDFV12B0B80B789,The Vitalized Shell,cgrelkat
50DKO,2002,JANUARY,SODPDHX12AB018077E,Para Milladoiro,nbeetleso
ZGXQA,2000,AUGUST,SOBXLHX12A8C130B60,Groovin' In The Midnight,laddis1k
24I1L,2007,FEBRUARY,SOHVQUV12A8C131A69,Relax,hdenecamp2f
7WNWB,2005,NOVEMBER,SOPFPTM12A8C135D00,Synthetic Dream,ahatt20
OBFMN,2014,SEPTEMBER,SOBTIQL12A6701FD2D,Cooler Than You,sdeblasiism
12STD,2022,JUNE,SOJGLOH12A8C139F3C,I Got Over It (Album Version),bnoquet1n
50DKO,2004,MAY,SOGVTFI12A8C13F248,Para Milladoiro,nlatus17
D0MF0,2016,SEPTEMBER,SOAKNXU12A8C13E920,Orgofart,sbum13
6PAPB,2007,MARCH,SOPAZPG12AB017DDDA,Master Of Disharmony,zpracy1c
YVTP7,2003,AUGUST,SOBSFSK12AC468926B,Deform (live),wfirbanks1g
45GZF,2022,SEPTEMBER,SOKXQAJ12AC4687FA7,All Rise,dmelsomd
9UBLP,2015,OCTOBER,SOGDWHE12A6D4F794A,OUTE ENA EFHARISTO,cbarfitt0
1DP6M,2013,FEBRUARY,SOXHJUK12A8C1351F4,Make Me Over,groeby10
F2IC1,2014,NOVEMBER,SORJEKJ12AC468D3BA,Everything Changes,wfirbanks1g
MO6YC,2010,DECEMBER,SOIQDHX12CF530D596,Crossfire,wshellibeer1l
DENWW,2004,NOVEMBER,SOVKHLV12AB0187078,Festa,gkrystofg
D8F88,2012,APRIL,SODQAHH12AB017DB34,Setanta Matins,kburtonwood1o
OR5JV,2003,SEPTEMBER,SOEAMLK12AB017F3D2,I Think My Wife Is Running Around On Me (Taco Hell),nbeetleso
XQ5HB,2012,MARCH,SOPWNYG12AB0189540,The Vitalized Shell,mstoopc
RIW6W,2005,JANUARY,SOIEKLM12AB01896EC,Terslintu,jfinkle2j
MDNTE,2012,APRIL,SODYSVW12A679C805B,Caricia Y Herida,emartinson1e
VFOGO,2011,JANUARY,SOVWWUP12AB017FDB1,Young Boy Blues,kburtonwood1o
S5IN3,2002,APRIL,SODJJHJ12A8AE493AF,I Want You (Forever),hwoolner1f
N03XH,2002,JULY,SOBUXON12A8AE493EB,Now's The Time To Fall In Love,afiveash1i
O0H3W,2017,NOVEMBER,SOSRMYO12A6D4F64EA,Barking Dogs (From Piouhgd),abrayshayr
IFAU9,2003,DECEMBER,SOHMVLQ12A8C14202E,A'chek Ouyounik (2009 Digital Remaster),ahatt20
69LHP,2004,AUGUST,SOFTYWI12A8C138BEC,Summer Dying Fast,gswinden2a
PIQIP,2005,OCTOBER,SOTNIIP12A8C1359DA,Come Over,eelcoate
V6S0U,2021,MARCH,SOATWYP12AB017B841,Wake,ecatlette2i
PIQIP,2005,APRIL,SOQNPQX12A8C135E46,Come Over,cwerndly2p
25EVD,2020,AUGUST,SOLBRZV12A8C13177C,Our Love Is Here To Stay,staffeej
D0MF0,2012,SEPTEMBER,SOMQBLB12A58A7921E,Orgofart,aabelovitz1
DRVAZ,2017,NOVEMBER,SOWZREF12A8C13810B,Burning In The Aftermath,pmcgarrie5
8RTWW,2003,DECEMBER,SOWHRKI12A8C13CF2A,A Distant Voice,ahavelin1v
0Q2PJ,2002,SEPTEMBER,SOCIKSJ12AB018BEAB,Auguri Cha Cha,ldunbavini
P5U1E,2010,APRIL,SOYOBCG12A6701FB4E,Wanna Be A Player,ascowcroft1a
JVGAS,2017,JUNE,SOOXHKU12AB0187180,In A Subtle Way,hwoolner1f
OOPDZ,2002,MAY,SOPESJQ12AB0189D07,High Tide,lliellq
VFOGO,2012,JUNE,SOFDDGP12AB0186E80,Young Boy Blues,bjeal2m
0X7DH,2006,SEPTEMBER,SODNXEC12A8C130EFA,Indian Love Call,laddis1k
N03XH,2004,FEBRUARY,SOXVULB12AB0184DD5,Now's The Time To Fall In Love,groeby10
UIQD9,2011,MARCH,SOSWEJS12A8C138994,Candy Man,iberecloth1b
C2NEA,2000,NOVEMBER,SOQCQNU12A8C138694,In This Life,eelcoate
9UBLP,2022,MARCH,SOMNNMY12A8C13247F,OUTE ENA EFHARISTO,ciacovielli14
J8OJY,2004,JULY,SOMMBWK12A8C13CCE9,Christlike Roche,npeschmann1x
6XY15,2017,APRIL,SOYEFDU12A6310F400,Kolomeyke,gcarmont2r
N9ZA0,2010,NOVEMBER,SOJDTLW12A8C1394FD,Tous Les Garçons Et Les Filles,ztsar2h
UBUCP,2018,AUGUST,SODSGOT12AB0180ACC,One Less Bell To Answer,mlabordak
EXKYF,2014,MAY,SOIDNKA12A8C13B743,Entre Caníbales,sdeblasiism
P5U1E,2008,DECEMBER,SOJKFQE12A58A7CA77,Wanna Be A Player,hwoolner1f
NL577,2017,AUGUST,SOSKQYI12A6D4F95E2,Crawl Before You Ball (Album Version),hwoolner1f
N9ZA0,2010,OCTOBER,SOZERJS12AC9070FF3,Tous Les Garçons Et Les Filles,bjeal2m
KUR66,2000,AUGUST,SOGBOCA12A582A2A78,Lead Me Lord,dtoftx
6PAPB,2011,JANUARY,SONFKVB12A6D4FBA9A,Master Of Disharmony,gcarmont2r
2LTE7,2008,JUNE,SODKJWI12A8151BD74,Do You Finally Need A Friend,ciacovielli14
IIU73,2004,FEBRUARY,SOXNQKW12A6701F7E0,Snapshot,rdelcastello2b
VZB4O,2018,FEBRUARY,SODYQME12A6D4F6FB4,I Can't Stop Loving You,ggibbyv
43HQW,2008,DECEMBER,SOBASZR12AB0188D8E,James (Hold The Ladder Steady),lhaysom9
H7W3W,2014,SEPTEMBER,SOXYJAJ12A81C22F87,Where The Thunder Roars (Tales Of Wonder Album Version),lhaysom9
DP90J,2002,MARCH,SOQGYLZ12A8C1445A1,Juoksuhauta-twist (El juoksuhaudoissa),spalfriew
ZQLMP,2018,APRIL,SOQYRAY12AC3DFAFB0,Ota kiinni,bnoquet1n
HBPDM,2019,DECEMBER,SOQEEGM12A8C13C4EF,On Bended Knee,dpignen
8SEI2,2001,JULY,SODVART12AB0188835,How Can You Call That Beautiful (Stewkey Vocal),zpracy1c
RZ0RX,2010,JUNE,SOVKRGY12A8C13981D,Robbers Kill Cop,zpracy1c
VLV2E,2018,MAY,SOQPGGJ12A8C13ABEB,Three Is a Crowd,dpignen
78TKQ,2003,MAY,SOJAYDC12A6D4FA328,Next Time,nrollinsonu
12STD,2018,JANUARY,SOMLUAZ12A8C133A5F,I Got Over It (Album Version),vburburough21
5FHVB,2012,DECEMBER,SOSFOAC12A58A78544,Jogo Limpo,idanzigb
MO6YC,2018,FEBRUARY,SOJZTXJ12AB01845FB,Crossfire,idanzigb
XJ324,2007,APRIL,SODFSTY12A6701E6D3,Take A Look  (LP Version),cwerndly2p
2CNNZ,2001,MAY,SOIEPKN12AB0187BB4,Forming,sjosland22
OOPDZ,2018,NOVEMBER,SOVAVUD12AB01832AE,High Tide,csnelling2g
VFOGO,2012,MAY,SONQKDG12A8C130D96,Young Boy Blues,ciacovielli14
6UV82,2022,NOVEMBER,SOHZTFU12A8C144690,They Say (Album),lgoodbarneh
